V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,uid,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q8,Q9,Q10,Q11,Q57_4,Q59,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q17_1,Q17_2,Q17_3,Q17_4,Q18,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q79,Q80_1,Q80_2,Q80_3,Q80_4,Q81,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q29,Q33,Q34_4,Q35_4,Q36_4,Q37_4,Q30,Q31_4,Q32_4,Q38,Q39_4,Q40_4,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43,Q44,Q72,Q73,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q52_1,Q52_2,Q52_3,Q52_4,Q76,Q53_1,Q54,Q55,Q56,Q58,Q62,Q63,Q60,Q84_1,Q84_2,Q84_3,Q84_4,Q85,Q61_1,Q70_1,DO-BR-FL_4,DO-BL-Publicsectorattitudes,DO-BL-Specificfacilities(OUTCOME),LocationLatitude,LocationLongitude,LocationAccuracy
R_2wQDFstErYtvE96,Default Response Set,Anonymous,,,147.236.28.31,0,14/12/2015 17:40,14/12/2015 17:44,1,5330129,1,5.132,14.14,14.754,6,1,1,1,2,2.947,18.186,19.574,8,1,1,1,1,0,1,,,,,,,,,,,,,,,,,1,3.395,3.395,4.617,1,2,2.812,2.812,3.683,1,3,1.64,2.809,3.519,2,3,,,,,,,,,,,,,,,,,5.384,7.401,10.567,2,1,,1,1,1,1,1,3,3,1,1,3,4.262,4.262,6.419,1,3,4,3,1,1,1,,,,,,,,,,4.313,22.785,23.669,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.481,35.352,40.729,12,1,31,7,1,2,כפר סבא,1,1,'ק,7.064,15.839,16.247,5,1,10,1,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.18170166,34.93580627,-1
R_25HoBoWXOnW0C9R,Default Response Set,Anonymous,,,77.125.89.101,0,14/12/2015 17:42,14/12/2015 17:45,1,5335086,1,6.229,8.279,9.064,3,1,4,5,5,4.847,4.847,6.407,1,1,5,5,5,6,2,,,,,,,,,,,,,,,,,1,4.152,4.152,5.213,1,1,2.154,2.154,3.488,1,3,2.641,5.027,6.106,2,4,,,,,,,,,,,,,,,,,3.208,16.936,17.917,11,1,,8,8,8,8,1,7,7,1,7,7,4.881,14.334,15.049,7,2,1,1,1,1,1,,,,,,,,,,1.876,6.748,7.943,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1.855,1.855,5.691,1,1,40,7,5,1,הרצליה,1,1,ידע בתחום אנרגיה ותשתיות,2.922,4.065,4.944,2,1,7,8,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2XdkHf6yesj1Yd1,Default Response Set,Anonymous,,,95.86.90.131,0,14/12/2015 17:43,14/12/2015 17:46,1,5334728,1,5.799,16.862,18.42,6,1,6,5,7,2.658,14.315,15.329,9,1,7,7,7,8,1,1,1.722,1.722,3.562,1,2,1.679,1.679,2.645,1,5,1.077,1.077,1.753,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.542,26.091,27.006,9,1,,3,3,6,6,1,10,10,1,10,10,1.473,12.199,21.926,8,3,3,2,1,1,,,,,,,,,,,2.213,3.757,5.622,2,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.932,23.322,34.056,11,1,19,4,5,2,הרצליה,1,1,שביעות רצון מהתשתיות,7.456,12.263,14.185,2,1,7,7,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q36|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.77999878,35.22999573,-1
R_1NlvbY0onyC8okR,Default Response Set,Anonymous,,,185.28.152.22,0,14/12/2015 17:44,14/12/2015 17:46,1,5335403,1,17.028,20.052,20.79,3,1,4,2,2,1.27,10.576,11.385,5,1,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.838,1.838,2.607,1,2,3.003,3.003,3.945,1,3,2.794,2.794,3.687,1,1,3.188,17.164,18.579,8,1,,2,2,2,2,1,2,2,1,2,,6.781,17.504,18.146,6,3,3,1,1,1,1,,,,,,,,,,1.652,9.309,10.489,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.721,22.559,23.567,7,1,29,5,3,2,הרצליה,2,1,,4.867,8.091,8.913,3,1,9,1,Figures (TREATMENT),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_tDpASbjeJaJZM2J,Default Response Set,Anonymous,,,46.121.65.46,0,14/12/2015 17:43,14/12/2015 17:49,1,5330520,1,5.938,17.266,18.771,5,1,6,6,6,12.143,33.405,34.857,7,1,5,5,5,6,5,1,3.076,5.084,6.09,2,2,5.349,11.189,12.263,3,3,2.786,9.698,11.346,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.205,51.059,52.969,14,1,,7,7,7,6,1,8,8,1,8,6,5.057,43.248,44.231,10,2,2,3,2,2,,,,,,1,,,,,4.406,30.286,31.41,11,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,9.092,50.022,94.666,12,1,64,7,1,1,כפר סבא,1,2,רמת השרותים השונים (תשתיות) לתושבי ישראל,5.706,15.839,16.983,4,1,6,2,Figures (CONTROL),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.15080261,34.88830566,-1
R_1Nw7oPiQ05dhMBY,Default Response Set,Anonymous,,,79.176.59.119,0,14/12/2015 17:43,14/12/2015 17:52,1,5331270,1,7.587,22.78,23.819,6,1,2,1,7,13.905,58.248,59.143,13,1,2,2,1,0,1,,,,,,,,,,,,,,,,,1,1.295,7.109,7.918,4,2,20.66,23.004,24.409,3,5,2.158,8.446,9.807,3,4,,,,,,,,,,,,,,,,,3.486,11.378,12.556,4,1,,3,1,1,1,1,8,8,1,1,1,4.599,45.456,46.615,9,2,4,2,2,2,,,,,,,,,,,4.379,19.765,20.657,6,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,5.633,114.485,119.831,23,1,50,8,3,2,רמת השרון,2,1,ערנות אזרחית ומודעות חברתית,2.105,4.972,6.602,2,1,10,1,Figures (PLACEBO),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1HhqT0SbGXhlX7S,Default Response Set,Anonymous,,,94.159.169.182,0,14/12/2015 17:48,14/12/2015 17:53,1,5331150,1,8.924,19.785,22.622,5,1,5,5,5,3.957,7.787,10.071,2,1,5,4,4,6,5,,,,,,,,,,,,,,,,,1,3.026,6.966,9.334,10,2,2.393,6.297,8.875,7,2,0.706,4.587,6.658,6,4,,,,,,,,,,,,,,,,,3.419,44.609,46.266,69,1,,5,4,5,6,1,6,6,1,6,5,3.405,29.525,31.105,43,2,3,2,2,2,,,1,,,,,,,,2.492,29.647,31.699,41,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.375,42.635,48.461,46,1,36,4,3,1,הרצליה,2,1,לא יודעת,2.55,16.121,17.669,21,1,5,3,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_3elUoHjguS4VcGu,Default Response Set,Anonymous,,,77.127.130.200,0,14/12/2015 17:48,14/12/2015 17:53,1,5330270,1,5.572,14.121,14.937,3,1,3,2,3,4.883,27.92,29.385,6,1,2,2,2,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.79,2.79,4.26,1,2,2.156,2.156,3.291,1,3,1.571,1.571,2.655,1,1,3.485,27.675,28.425,8,1,,7,3,3,4,1,3,4,1,2,3,6.002,40.205,41.719,7,3,5,2,1,1,,,,,,,1,,,,4.695,22.971,24.538,6,2,,,,,,,,,1,2,,,,,,,,,1,1,,,,,,,1,5.1,44.706,72.288,10,1,37,7,3,2,רעננה,1,1,רמת שירות המגזר הציבורי ושביעות הרצון ממנו,1.451,1.451,2.214,1,1,8,1,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.05310059,34.87780762,-1
R_3Em8iwd4t4tWBnD,Default Response Set,Anonymous,,,77.127.101.119,0,14/12/2015 17:44,14/12/2015 17:54,1,5335018,1,99.485,107.254,111.057,4,1,5,4,3,20.398,58.842,60.511,6,1,1,1,1,10,1,1,102.223,102.223,103.328,1,1,8.391,112.223,112.944,7,5,5.965,5.965,8.045,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.323,49.655,51.736,8,1,,2,2,2,1,1,5,5,1,6,6,5.24,28.902,55.366,6,3,2,3,1,2,,,,,,,,,,,3.548,24.814,26.271,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,12.436,43.428,67.244,10,1,33,7,1,2,כפר סבא,2,2,תשתיות בישראל,9.624,11.974,14.414,2,1,10,1,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_z6jgKqws95cqKkN,Default Response Set,Anonymous,,,46.117.154.65,0,14/12/2015 17:50,14/12/2015 17:55,1,5335803,1,14.061,21.547,23.229,4,1,4,4,4,5.58,21.287,22.925,6,1,4,2,3,6,2,,,,,,,,,,,,,,,,,1,3.119,3.119,4.639,1,2,3.159,3.159,4.638,1,5,4.664,4.664,8.223,1,5,,,,,,,,,,,,,,,,,6.242,39.189,43.773,10,1,,6,9,7,5,1,6,5,1,4,1,3.613,25.154,26.202,7,2,2,2,1,1,,1,,,,,,,,,3.476,22.78,25.624,6,1,,,,,,,,,1,1,,,,,,,,,1,2,,,,1,,,,3.96,38.958,61.399,9,1,61,7,1,1,sx,2,1,שביעות רצון מתשתיות,6.857,11.084,12.412,2,1,10,1,Figures (PLACEBO),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3qF4zxT6bbjGraT,Default Response Set,Anonymous,,,79.181.139.192,0,14/12/2015 17:50,14/12/2015 17:55,1,5329901,1,8.131,18.29,24.252,4,1,1,3,4,6.882,29.88,31.349,9,1,3,3,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.498,4.498,6.493,1,1,4.039,4.039,6.069,1,3,1.747,1.747,3.606,1,1,4.947,48.922,50.395,11,1,,3,3,4,5,1,7,7,1,7,7,7.359,27.747,47.347,5,2,3,2,1,1,,,,,,,,,,,4.203,14.428,16.458,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,5.416,59.736,61.372,10,1,20,4,1,2,כפר סבא,1,1,שביעות הרצון של תושבי המדינה מתשתיות תחבורה ואנרגיה,6.501,15.382,23.901,3,1,8,4,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_3nAFPvAeUUubu25,Default Response Set,Anonymous,,,81.218.50.34,0,14/12/2015 17:51,14/12/2015 17:55,1,5335395,1,3.566,13.277,14.011,8,1,3,3,3,10.658,23.112,23.928,6,1,3,3,2,4,5,1,1.875,2.435,3.168,2,2,2.016,2.016,2.693,1,5,2.066,2.066,2.721,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.213,1.213,1.959,1,1,,3,4,3,2,1,5,5,1,6,7,3.75,113.26,113.861,9,3,2,1,1,1,,,1,,,,,,,,15.39,44.335,45.56,9,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,1.807,24.836,29.067,12,1,26,5,2,2,פרדס חנה,2,1,לא ברור....,5.183,6.886,8.723,3,1,5,5,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1mQOH0WQYO8P4ky,Default Response Set,Anonymous,,,79.178.182.12,0,14/12/2015 17:52,14/12/2015 17:58,1,5330676,1,9.476,18.228,20.461,3,1,3,4,5,5.938,33.016,35.446,12,1,3,3,3,4,5,1,5.978,5.978,7.769,1,1,4.697,4.697,6.718,1,3,7.286,7.286,8.66,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.315,14.126,15.135,4,1,,5,5,5,6,1,6,6,1,6,6,4.5,33.684,59.799,6,2,1,2,1,1,,,,,,,,,,,12.341,26.694,27.916,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.982,54.555,55.342,8,1,23,6,4,2,ירושלים,2,1,,17.441,22.86,25.03,2,1,8,7,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1FypVlDiUPFizci,Default Response Set,Anonymous,,,79.180.103.133,0,14/12/2015 17:38,14/12/2015 17:59,1,5330450,1,10.396,23.776,26.692,3,1,4,3,4,5.645,55.637,57.226,7,1,4,3,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,62.391,62.391,65.012,1,2,5.689,5.689,7.827,1,3,7.038,7.038,8.539,1,3,598.448,656.97,659.433,10,1,,5,4,2,4,1,5,5,1,7,7,16.119,62.157,63.54,6,2,5,2,1,1,,,,,1,,,,,,11.003,31.635,34.323,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2.907,62.229,93.479,10,1,51,8,2,1,רעננה,1,2,מה האיכות של שירותיים ציבוריים,8.071,18.828,20.026,6,1,6,6,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2veQbFPmxsAigzl,Default Response Set,Anonymous,,,87.69.212.219,0,14/12/2015 17:51,14/12/2015 17:59,1,5330998,1,12.967,96.07,97.541,7,1,3,4,6,9.741,39.072,40.554,8,1,3,3,4,3,5,,,,,,,,,,,,,,,,,1,2.919,4.996,6.527,2,2,4.161,10.065,11.325,2,5,1.884,4.358,6.281,2,3,,,,,,,,,,,,,,,,,5.161,14.623,15.877,4,1,,4,5,4,6,1,3,3,1,6,6,4.671,58.579,92.208,11,2,3,3,1,2,,,,,,,,,,,4.127,24.527,25.672,6,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,6.879,72.979,74.5,13,1,30,7,2,1,הרצליה,2,1,את מתן השירותים הציבוריים בארץ במגוון תחומים,36.895,48.544,49.872,3,1,10,4,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
R_5A8sdqZ2w94rvzj,Default Response Set,Anonymous,,,79.181.139.192,0,14/12/2015 17:56,14/12/2015 17:59,1,5334770,1,29.41,32.724,34.109,4,1,4,4,4,1.107,12.274,14.054,6,1,4,4,4,5,4,1,1.682,3.217,3.921,2,1,2.63,2.63,4.488,1,3,5.408,5.408,7.687,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.87,6.247,4,1,,5,5,5,5,1,5,5,1,5,5,2.487,17.234,20.291,10,3,5,3,3,3,,,,,,,,,,,6.611,22.057,23.928,4,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,5.507,25.205,29.779,12,1,32,8,5,1,תל אביב,1,1,כלום,1.795,4.452,5.649,5,1,4,4,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q36|Q34|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2ZBVhcG3S8vFsR6,Default Response Set,Anonymous,,,79.176.180.48,0,14/12/2015 17:55,14/12/2015 17:59,1,5334769,1,7.39,21.692,25.091,6,1,1,2,1,2.398,22.812,24.224,8,1,1,2,1,9,2,,,,,,,,,,,,,,,,,1,44.469,44.469,45.296,1,5,2.652,2.652,4.387,1,3,5.138,5.138,6.068,1,5,,,,,,,,,,,,,,,,,3.888,20.946,21.55,9,1,,1,1,3,1,1,7,7,1,1,1,4.008,38.132,38.994,12,3,3,3,2,2,,1,,,,,,,,,2.667,17.543,18.421,8,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.961,20.01,22.03,10,1,23,6,2,2,רעננה,1,1,,3.887,23.836,26.093,4,1,8,7,Figures (PLACEBO),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1Lvatyqixxpr6gZ,Default Response Set,Anonymous,,,31.168.2.110,0,14/12/2015 17:55,14/12/2015 18:00,1,5334991,1,19.953,33.817,34.935,5,1,4,4,5,6.964,22.371,23.333,6,1,4,4,5,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.971,2.971,3.924,1,2,3.451,3.451,5.075,1,3,4.385,4.385,6.51,1,1,7.934,63.293,65.318,13,1,,3,5,4,5,1,6,4,1,7,,3.161,17.112,23.081,5,2,4,2,1,1,,,,,,,,,,,3.095,7.279,13.262,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,4.451,21.863,37.588,9,1,32,8,4,2,הרצליה,1,2,עמדות באשר לתשתיות בארץ,7.45,15.474,16.318,3,1,7,1,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q37|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.08059692,34.81419373,-1
R_1mUYLUNQemxT32r,Default Response Set,Anonymous,,,85.250.210.81,0,14/12/2015 17:55,14/12/2015 18:00,1,5331414,1,14.316,24.898,27.29,3,1,3,3,4,3.892,49.078,50.257,5,1,2,1,2,3,5,1,3.454,11.913,13.026,2,5,3.202,3.202,4.231,1,5,4.947,4.947,5.959,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.756,5.756,8.752,1,1,,5,5,6,4,1,8,8,1,7,10,7.51,45.48,46.43,6,1,1,1,2,1,,1,,,,,,,,,4.734,22.028,23.821,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.288,4.288,5.664,1,1,57,8,4,1,הרצליה,2,2,שביעות רצון מתשתיות מים/חשמל/גז,9.64,15.781,16.676,2,1,10,1,Figures (CONTROL),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2VgYZgZn42RW7CT,Default Response Set,Anonymous,,,109.253.150.183,0,14/12/2015 17:51,14/12/2015 18:02,1,5330029,1,20.319,66.189,68.137,4,1,3,4,6,70.168,162.186,164.349,7,1,3,2,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.881,2.881,6.983,1,1,2.305,2.305,3.694,1,3,1.357,1.357,1.942,1,1,0,0,31.789,0,1,,5,7,8,7,1,5,4,1,7,8,5.68,175.39,199.834,7,3,5,3,1,1,,,,,,,,,,,5.587,31.867,32.785,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,20.431,35.85,60.783,7,1,26,7,1,2,כפר סבא,1,1,כמה אני מאמין בתשתיות של מדינת ישראל,0,0,39.004,0,1,3,7,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.81559753,34.98919678,-1
R_510iepfV4oIuz61,Default Response Set,Anonymous,,,79.176.107.7,0,14/12/2015 18:01,14/12/2015 18:06,1,5331428,1,7.035,17.546,19.303,4,1,5,5,5,6.043,33.119,34.179,7,1,3,3,3,4,1,,,,,,,,,,,,,,,,,1,5.76,5.76,6.908,1,1,5.533,5.533,6.802,1,2,5.379,5.379,6.582,1,4,,,,,,,,,,,,,,,,,8.863,42.965,43.942,8,1,,7,8,7,7,1,7,7,1,8,8,8.57,36.772,37.851,6,2,1,3,1,1,,,,,1,,,,,,4.818,4.818,6.168,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,6.626,36.627,40.058,8,1,55,7,1,1,הוד השרון,2,1,ץ,7.153,17.65,18.883,4,1,9,4,Figures (PLACEBO),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_s4I0sg57v2iPKkV,Default Response Set,Anonymous,,,31.168.13.78,0,14/12/2015 18:03,14/12/2015 18:07,1,5335313,1,0.65,8.297,9.2,5,1,1,1,1,3.443,18.868,20.335,7,1,1,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.695,3.872,4.968,3,5,0.788,2.862,4.131,2,5,0.306,2.91,5.756,2,1,2.944,39.895,41.13,13,1,,1,1,1,1,1,1,1,1,1,6,2.407,21.499,22.853,11,2,4,1,1,1,,,,,,,1,,,,5.011,22.192,23.558,11,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5.075,31.234,33.205,12,1,24,6,1,2,הרצליה,2,1,,1.947,14.798,16.321,5,1,1,1,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1LA3yIopHidWo54,Default Response Set,Anonymous,,,79.179.221.135,0,14/12/2015 18:01,14/12/2015 18:07,1,5335571,1,14.731,32.661,34.84,9,1,4,4,4,9.819,43.056,45.222,14,1,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.137,7.932,11.249,2,2,2.586,7.102,9.253,2,3,2.909,4.232,6.977,2,1,5.968,70.778,73.725,25,1,,3,3,3,3,1,6,6,1,7,7,9.902,54.644,56.133,21,3,4,3,1,1,1,,,,,,,,,,5.261,54.287,56.583,21,1,,,,,,,,,,2,,,,,,,,1,,2,,,,,1,,,9.526,51.181,53.392,22,1,43,7,3,1,כפר סבא,2,1,,10.769,23.278,24.856,7,1,5,5,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_XX2qC2Nxyf0fwSl,Default Response Set,Anonymous,,,37.142.68.14,0,14/12/2015 18:02,14/12/2015 18:09,1,5330158,1,5.497,17.209,18.735,3,1,3,3,6,7.685,38.371,40.368,7,1,4,4,4,0,2,1,4.455,4.455,7.919,1,3,7.619,7.619,11.092,1,5,5.657,5.657,7.618,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.273,56.461,59.723,12,1,,3,5,4,2,1,5,5,1,9,10,7.097,7.097,10.018,1,3,3,3,1,1,,,,,,,,,,,2.918,21.086,22.258,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.892,34.481,82.525,8,1,30,5,1,2,רעננה,1,1,שביעות רצון של החברות הגדולות במשק ובמגזר הציבורי ,14.917,20.837,21.436,2,1,10,3,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,31.96420288,34.80439758,-1
R_sBGt0egVwWjvQt3,Default Response Set,Anonymous,,,84.111.141.32,0,14/12/2015 18:06,14/12/2015 18:10,1,5330562,1,6.914,16.025,17.303,3,1,4,3,3,6.787,23.01,23.493,6,1,2,3,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.023,3.023,4.311,1,1,5.022,5.022,6.048,1,3,1.923,1.923,3.347,1,1,8.547,27.473,28.449,11,1,,6,4,5,6,1,5,6,1,5,,5.643,31.307,45.119,5,3,4,3,2,1,,,,,,,,,,,31.782,40.423,41.002,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.728,19.862,30.618,11,1,18,4,4,2,כפר סבא,2,1,הכרת תשתיות בישראל,6.748,10.836,11.61,2,1,8,2,Figures (TREATMENT),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.15080261,34.88830566,-1
R_2AXMdtPP7QrKeXf,Default Response Set,Anonymous,,,85.64.214.191,0,14/12/2015 18:06,14/12/2015 18:10,1,5335373,1,11.691,16.962,18.402,3,1,4,3,3,5.409,23.225,24.433,7,1,4,3,3,5,5,1,2.953,2.953,5.247,1,2,4.209,4.209,6.122,1,3,2.757,2.757,4.542,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.556,30.748,32.387,15,1,,3,5,5,4,1,3,4,1,8,8,4.376,22.617,44.397,5,3,2,2,2,1,,,,,,,,,,,6.998,20.939,22.78,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.254,2.254,5.972,1,1,28,4,1,2,כפר סבא,2,1,שביעות רצון,5.227,8.384,9.279,3,1,6,5,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
